"","price","type.residential","no.beds","size.sq.meter","apart.area.name","area.name","category"
"321",70000,"Apartment","2 ",1553,"Binghatti Gate"," Jumeirah Village Circle","Premium"
"322",93000,"Apartment","1 ",738,"Continental Tower"," Dubai Marina","Premium"
"323",73000,"Apartment","1 ",917,"Zaya Hameni"," Jumeirah Village Circle","Premium"
"324",88000,"Apartment","1 ",736,"Elite Residence"," Dubai Marina","Premium"
"325",39000,"Apartment","studio ",650," Weston Court"," Motor City","Premium"
"326",90000,"Apartment","1 ",1036," Marina Promenade"," Dubai Marina","Premium"
"327",45000,"Apartment","1 ",922,"Lincoln Park"," Arjan","Premium"
"328",45000,"Apartment","1 ",765,"Pulse Smart Residence"," Jumeirah Village Circle","Premium"
"329",1e+05,"Apartment","1 ",807," Madinat Jumeirah Living"," Umm Suqeim","Premium"
"330",80000,"Apartment","2 ",1001,"MILANO by Giovanni Botique Suites"," Jumeirah Village Circle","Premium"
"331",55000,"Apartment","1 ",480,"Collective"," Dubai Hills Estate","Premium"
"332",50000,"Apartment","1 ",743," La Riviera Estate"," Jumeirah Village Circle","Premium"
"333",37999,"Apartment","studio ",402,"Signature Livings"," Jumeirah Village Circle","Premium"
"334",42000,"Apartment","studio ",393,"Hyati Avenue"," Jumeirah Village Circle","Premium"
"335",57000,"Apartment","1 ",759,"AZIZI Roy Mediterranean"," Al Furjan","Premium"
"336",79998,"Apartment","2 ",1045,"Creek Gate"," Dubai Creek Harbour (The Lagoons)","Premium"
"337",245000,"Apartment","2 ",1641,"Vida Residence Downtown"," Downtown Dubai","Premium"
"338",40000,"Apartment","studio ",423,"Oxford Boulevard"," Jumeirah Village Circle","Premium"
"339",46000,"Apartment","1 ",894,"Evershine Gardens"," Arjan","Premium"
"340",77000,"Apartment","2 ",803," Sobha Hartland"," Mohammed Bin Rashid City","Premium"
"341",115000,"Apartment","1 ",762," Marina Gate"," Dubai Marina","Premium"
"342",87000,"Apartment","studio ",543," Mohammad Bin Rashid Boulevard"," Downtown Dubai","Premium"
"343",159990,"Apartment","3 ",1922," Murjan"," Jumeirah Beach Residence","Premium"
"344",NA,"Apartment","2 ",1602," Mankhool"," Bur Dubai","Premium"
"345",117000,"Apartment","2 ",1444," South Ridge"," Downtown Dubai","Premium"
"346",54000,"Apartment","studio ",412,"Oxford Boulevard"," Jumeirah Village Circle","Premium"
"347",162000,"Apartment","2 ",1120,"5242"," Dubai Marina","Premium"
"348",105000,"Apartment","3 ",1245," Marina Wharf"," Dubai Marina","Premium"
"349",150000,"Apartment","2 ",1286," La Mer"," Jumeirah","Premium"
"350",145000,"Apartment","2 ",1173,"5242"," Dubai Marina","Premium"
"351",45000,"Apartment","studio ",469,"Vincitore Palacio"," Arjan","Premium"
"352",38000,"Apartment","1 ",968," Hub-Golf Towers"," Dubai Sports City","Premium"
"353",42000,"Apartment","1 ",948," Emirates Gardens 2"," Jumeirah Village Circle","Premium"
"354",36999,"Apartment","studio ",380,"Oxford Boulevard"," Jumeirah Village Circle","Premium"
"355",192000,"Apartment","2 ",1217,"Downtown Views"," Downtown Dubai","Premium"
"356",230000,"Apartment","2 ",1137," EMAAR Beachfront"," Dubai Harbour","Premium"
"357",45000,"Apartment","studio ",464,"Park View Tower"," Jumeirah Village Circle","Premium"
"358",26000,"Apartment","studio ",401,"Plaza Residences"," Jumeirah Village Circle","Premium"
"359",380000,"Apartment","3 ",4047," Marina Residences"," Palm Jumeirah","Premium"
"360",162000,"Apartment","1 ",1184," Emaar 6 Towers"," Dubai Marina","Premium"
"361",70000,"Apartment","1 ",736,"The cove"," Dubai Creek Harbour (The Lagoons)","Premium"
"362",102000,"Apartment","2 ",1168,"Yacht Bay"," Dubai Marina","Premium"
"363",132000,"Apartment","1 ",1525," Emaar 6 Towers"," Dubai Marina","Premium"
"364",55000,"Apartment","1 ",996,"Laya Residences"," Jumeirah Village Circle","Premium"
"365",NA,"Apartment","2 ",1475," Mankhool"," Bur Dubai","Premium"
"366",320000,"Apartment","3 ",2379," The Residences"," Downtown Dubai","Premium"
"367",250000,"Apartment","2 ",1801,"Palazzo Versace"," Culture Village","Premium"
"368",120000,"Apartment","1 ",686,"5242"," Dubai Marina","Premium"
"369",74999,"Apartment","1 ",817," Belgravia"," Jumeirah Village Circle","Premium"
"370",42000,"Apartment","1 ",786," Glitz"," Dubai Studio City","Premium"
"371",47999,"Apartment","1 ",970,"Binghatti Gate"," Jumeirah Village Circle","Premium"
"372",94999,"Apartment","2 ",1141," Creek Horizon"," Dubai Creek Harbour (The Lagoons)","Premium"
"373",165000,"Apartment","2 ",1390," The Lofts"," Downtown Dubai","Premium"
"374",650000,"Apartment","2 ",1926," Burj Khalifa Area"," Downtown Dubai","Premium"
"375",65000,"Apartment","studio ",540," Silverene"," Dubai Marina","Premium"
"376",42000,"Apartment","1 ",654,"Binghatti Mirage"," Jumeirah Village Circle","Premium"
"377",110000,"Apartment","1 ",909," Park Island"," Dubai Marina","Premium"
"378",55000,"Apartment","1 ",694,"Pantheon Elysee"," Jumeirah Village Circle","Premium"
"379",2e+05,"Apartment","2 ",1715," Burj Khalifa Area"," Downtown Dubai","Premium"
"380",1e+05,"Apartment","studio ",486,"The Address Dubai Marina"," Dubai Marina","Premium"
"381",70000,"Apartment","1 ",1154,"The Residences at Business Central"," Business Bay","Premium"
"382",43000,"Apartment","1 ",716,"Binghatti Mirage"," Jumeirah Village Circle","Premium"
"383",130000,"Apartment","2 ",1709,"Trident Waterfront"," Dubai Marina","Premium"
"384",65000,"Apartment","1 ",878,"Time Place Tower"," Dubai Marina","Premium"
"385",105000,"Apartment","1 ",803," Al Habtoor City"," Business Bay","Premium"
"386",85000,"Apartment","1 ",1024,"Dubai Creek Residence Tower 2 South"," Dubai Creek Harbour (The Lagoons)","Premium"
"387",32000,"Apartment","studio ",528," District 13"," Jumeirah Village Circle","Premium"
"388",1e+05,"Apartment","2 ",1240,"Wilton Terraces 2"," Mohammed Bin Rashid City","Premium"
"389",65000,"Apartment","1 ",786,"Adagio Jumeirah Village Triangle"," Jumeirah Village Triangle","Premium"
"390",59999,"Apartment","1 ",678,"Adagio Jumeirah Village Triangle"," Jumeirah Village Triangle","Premium"
"391",29999,"Apartment","studio ",442,"Pantheon Elysee"," Jumeirah Village Circle","Premium"
"392",380000,"Apartment","3 ",4053," Marina Residences"," Palm Jumeirah","Premium"
"393",50000,"Apartment","1 ",819,"Le Grand Chateau"," Jumeirah Village Circle","Premium"
"394",45000,"Apartment","studio ",396,"Signature Livings"," Jumeirah Village Circle","Premium"
"395",47998,"Apartment","1 ",490," Sobha Hartland"," Mohammed Bin Rashid City","Premium"
"396",42000,"Apartment","1 ",647,"Binghatti Mirage"," Jumeirah Village Circle","Premium"
"397",90000,"Apartment","1 ",708," Bay Central"," Dubai Marina","Premium"
"398",44000,"Apartment","studio ",395,"Bloom Heights"," Jumeirah Village Circle","Premium"
"399",130000,"Apartment","2 ",1283," Bellevue Towers"," Downtown Dubai","Premium"
"400",190000,"Apartment","2 ",2346,"Botanica Tower"," Dubai Marina","Premium"
"401",1100000,"Apartment","3 ",4614,"Seventh Heaven"," Al Barari","Premium"
"402",365000,"Apartment","2 ",1329," The Address Sky View Towers"," Downtown Dubai","Premium"
"403",180000,"Apartment","3 ",2124,"23 Marina"," Dubai Marina","Premium"
"404",80000,"Apartment","studio ",690,"Marquise Square Tower"," Business Bay","Premium"
"405",32000,"Apartment","1 ",810," Al Qusais Residential Area"," Al Qusais","Premium"
"406",260000,"Apartment","2 ",2035," Burj Khalifa Area"," Downtown Dubai","Premium"
"407",199000,"Apartment","2 ",1715," Burj Khalifa Area"," Downtown Dubai","Premium"
"408",57000,"Apartment","1 ",690," Olivara Residences"," Dubai Studio City","Premium"
"409",39999,"Apartment","1 ",646,"Binghatti Mirage"," Jumeirah Village Circle","Premium"
"410",85000,"Apartment","2 ",1058,"Bloom Heights"," Jumeirah Village Circle","Premium"
"411",NA,"Apartment","4 ",2448," Mankhool"," Bur Dubai","Premium"
"412",280000,"Apartment","2 ",2647,"Seventh Heaven"," Al Barari","Premium"
"413",190000,"Apartment","3 ",2710,"Cluster F"," Jumeirah Heights","Premium"
"414",65000,"Apartment","1 ",670,"Al Meraikhi Tower"," Sheikh Zayed Road","Premium"
"415",130000,"Apartment","1 ",1113," Marina Quays"," Dubai Marina","Premium"
"416",65000,"Apartment","1 ",670,"Al Meraikhi Tower"," Sheikh Zayed Road","Premium"
"417",40500,"Apartment","1 ",723," Al Nahda 1"," Al Nahda","Premium"
"418",51000,"Apartment","1 ",809,"The White Palace"," Dubai Silicon Oasis","Premium"
"419",350000,"Apartment","3 ",1842," Vida Residence"," The Hills","Premium"
"420",290000,"Apartment","2 ",1216," EMAAR Beachfront"," Dubai Harbour","Premium"
"421",174998,"Apartment","2 ",1413,"BLVD Heights"," Downtown Dubai","Premium"
"422",85000,"Apartment","1 ",709,"Bay Central"," Dubai Marina","Premium"
"423",49000,"Apartment","1 ",957," Tuscan Residences"," Jumeirah Village Circle","Premium"
"424",175000,"Apartment","2 ",1255,"Downtown Views"," Downtown Dubai","Premium"
"425",110000,"Apartment","1 ",758," La Mer"," Jumeirah","Premium"
"426",35000,"Apartment","studio ",467," District 13"," Jumeirah Village Circle","Premium"
"427",37999,"Apartment","studio ",397,"Signature Livings"," Jumeirah Village Circle","Premium"
"428",149999,"Apartment","1 ",731,"Vida Residence Downtown"," Downtown Dubai","Premium"
"429",180000,"Apartment","2 ",1758," Burj Khalifa Area"," Downtown Dubai","Premium"
"430",325000,"Apartment","2 ",1496," The Address Residence Fountain Views"," Downtown Dubai","Premium"
"431",34000,"Apartment","studio ",474,"Vincitore Boulevard"," Arjan","Premium"
"432",28000,"Apartment","studio ",437,"Roxana Residences"," Jumeirah Village Circle","Premium"
"433",43000,"Apartment","1 ",673," Glitz"," Dubai Studio City","Premium"
"434",179999,"Apartment","2 ",1217," La Mer"," Jumeirah","Premium"
"435",299999,"Apartment","2 ",1543," The Address Sky View Towers"," Downtown Dubai","Premium"
"436",52000,"Apartment","1 ",840,"Vincitore Palacio"," Arjan","Premium"
"437",16000,"Apartment","studio ",350,"Al Baraha"," Deira","Premium"
"438",110000,"Apartment","1 ",867," BLVD Heights"," Downtown Dubai","Premium"
"439",95000,"Apartment","2 ",1270," Churchill Towers"," Business Bay","Premium"
"440",47999,"Apartment","1 ",825," District 13"," Jumeirah Village Circle","Premium"
"441",395000,"Apartment","4 ",4042,"Limestone House"," DIFC","Premium"
"442",65000,"Apartment","1 ",768," Creek Horizon"," Dubai Creek Harbour (The Lagoons)","Premium"
"443",33000,"Apartment","studio ",401,"Plaza Residences"," Jumeirah Village Circle","Premium"
"444",70000,"Apartment","1 ",754,"Bloom Heights"," Jumeirah Village Circle","Premium"
"445",135000,"Apartment","2 ",1382,"Yacht Bay"," Dubai Marina","Premium"
"446",150000,"Apartment","2 ",1830,"Marina Terrace"," Dubai Marina","Premium"
"447",32000,"Apartment","studio ",377,"Bloom Towers"," Jumeirah Village Circle","Premium"
"448",410000,"Apartment","2 ",1169," The Address Jumeirah Resort and Spa"," Jumeirah Beach Residence","Premium"
"449",66000,"Apartment","1 ",790,"Eaton Place"," Jumeirah Village Circle","Premium"
"450",42000,"Apartment","studio ",452,"Adagio Jumeirah Village Triangle"," Jumeirah Village Triangle","Premium"
"451",65000,"Apartment","2 ",1379,"Plaza Residences"," Jumeirah Village Circle","Premium"
"452",180000,"Apartment","1 ",1100," Serenia Residences The Palm"," Palm Jumeirah","Premium"
"453",420000,"Apartment","3 ",2059,"Burj Vista"," Downtown Dubai","Premium"
"454",45000,"Apartment","1 ",793,"Park Corner"," Jumeirah Village Circle","Premium"
"455",48000,"Apartment","1 ",797," District 13"," Jumeirah Village Circle","Premium"
"456",33999,"Apartment","studio ",482,"Plaza Residences"," Jumeirah Village Circle","Premium"
"457",90000,"Apartment","1 ",960,"Elite Residence"," Dubai Marina","Premium"
"458",88000,"Apartment","1 ",736,"Elite Residence"," Dubai Marina","Premium"
"459",45000,"Apartment","1 ",677,"Binghatti Mirage"," Jumeirah Village Circle","Premium"
"460",45000,"Apartment","studio ",473,"Park View Tower"," Jumeirah Village Circle","Premium"
"461",40999,"Apartment","1 ",612,"Binghatti Mirage"," Jumeirah Village Circle","Premium"
"462",80000,"Apartment","2 ",1393,"The Manhattan Tower"," Jumeirah Village Circle","Premium"
"463",40000,"Apartment","studio ",392,"Oxford Boulevard"," Jumeirah Village Circle","Premium"
"464",45000,"Apartment","studio ",473,"Park View Tower"," Jumeirah Village Circle","Premium"
"465",60000,"Apartment","2 ",1489,"Cleopatra"," Living Legends","Premium"
"466",105000,"Apartment","3 ",1700,"Bloom Towers"," Jumeirah Village Circle","Premium"
"467",120000,"Apartment","2 ",1258,"The Torch"," Dubai Marina","Premium"
"468",40000,"Apartment","1 ",616,"Binghatti Mirage"," Jumeirah Village Circle","Premium"
"469",40999,"Apartment","1 ",618,"Binghatti Mirage"," Jumeirah Village Circle","Premium"
"470",80000,"Apartment","2 ",978," Lake Allure"," Jumeirah Lake Towers","Premium"
"471",58000,"Apartment","1 ",700," Mankhool"," Bur Dubai","Premium"
"472",52000,"Apartment","2 ",1050," Al Muhaisnah 4"," Al Muhaisnah","Premium"
"473",68000,"Apartment","2 ",955," Mankhool"," Bur Dubai","Premium"
"474",35000,"Apartment","studio ",592," Al Sufouh 1"," Al Sufouh","Premium"
"475",NA,"Apartment","2 ",1602," Mankhool"," Bur Dubai","Premium"
"476",38000,"Apartment","studio ",557,"Eden Apartments"," Motor City","Premium"
"477",31000,"Apartment","studio ",427,"Jasmine"," DAMAC Hills","Premium"
"478",2e+05,"Apartment","2 ",1356," The Lofts"," Downtown Dubai","Premium"
"479",156000,"Apartment","2 ",1474," Bahar"," Jumeirah Beach Residence","Premium"
"480",64985,"Apartment","1 ",844,"MAG 218"," Dubai Marina","Premium"
"481",76000,"Apartment","1 ",745,"Bloom Heights"," Jumeirah Village Circle","Premium"
"482",35000,"Apartment","1 ",778,"National Bonds Oasis"," Dubai Silicon Oasis","Premium"
"483",39000,"Apartment","2 ",1476," Al Ras"," Deira","Premium"
"484",40000,"Apartment","1 ",775,"Rabdan Building"," Motor City","Premium"
"485",68000,"Apartment","2 ",955," Mankhool"," Bur Dubai","Premium"
"486",32000,"Apartment","studio ",407," The Drive"," DAMAC Hills","Premium"
"487",31500,"Apartment","studio ",489," Golf Promenade"," DAMAC Hills","Premium"
"488",35000,"Apartment","studio ",592," Al Sufouh 1"," Al Sufouh","Premium"
"489",38000,"Apartment","studio ",551,"Eden Apartments"," Motor City","Premium"
"490",38000,"Apartment","1 ",504," Al Ramth"," Remraam","Premium"
"491",240000,"Apartment","2 ",1288," EMAAR Beachfront"," Dubai Harbour","Premium"
"492",NA,"Apartment","2 ",1602," Mankhool"," Bur Dubai","Premium"
"493",112500,"Apartment","1 ",891,"Index Tower"," DIFC","Premium"
"494",NA,"Apartment","2 ",1602," Mankhool"," Bur Dubai","Premium"
"495",57999,"Apartment","2 ",1211,"The Manhattan Tower"," Jumeirah Village Circle","Premium"
"496",NA,"Apartment","1 ",953," Mankhool"," Bur Dubai","Premium"
"497",38000,"Apartment","1 ",761,"Sapphire Oasis"," Dubai Silicon Oasis","Premium"
"498",40999,"Apartment","1 ",775,"Lootah Avenue"," Motor City","Premium"
"499",168000,"Apartment","2 ",1347," Park Island"," Dubai Marina","Premium"
"500",305000,"Apartment","3 ",1804,"Downtown Views"," Downtown Dubai","Premium"
"501",69000,"Apartment","studio ",334,"Hive JVC"," Jumeirah Village Circle","Premium"
"502",216000,"Apartment","4 ",1507,"Hive JVC"," Jumeirah Village Circle","Premium"
"503",69000,"Apartment","studio ",335,"Hive JVC"," Jumeirah Village Circle","Premium"
"504",108000,"Apartment","2 ",807,"Hive JVC"," Jumeirah Village Circle","Premium"
"505",60000,"Apartment","1 ",493," Sobha Hartland"," Mohammed Bin Rashid City","Premium"
"506",1e+05,"Apartment","2 ",1900,"Dubai Wharf Tower 2"," Culture Village","Premium"
"507",NA,"Apartment","2 ",1236," Mankhool"," Bur Dubai","Premium"
"508",NA,"Apartment","3 ",1685," Mankhool"," Bur Dubai","Premium"
"509",52000,"Apartment","1 ",1054," Bennett House"," Motor City","Premium"
"510",135000,"Apartment","2 ",1405," Rimal"," Jumeirah Beach Residence","Premium"
"511",108000,"Apartment","2 ",1313," The Waves"," Dubai Marina","Premium"
"512",65000,"Apartment","1 ",655," Olivara Residences"," Dubai Studio City","Premium"
"513",95000,"Apartment","1 ",974," South Ridge"," Downtown Dubai","Premium"
"514",180000,"Apartment","2 ",1464," Murjan"," Jumeirah Beach Residence","Premium"
"515",NA,"Apartment","1 ",969," Mankhool"," Bur Dubai","Premium"
"516",25000,"Apartment","studio ",450,"Celestia"," Dubai South (Dubai World Central)","Premium"
"517",145000,"Apartment","1 ",1215,"SLS Dubai Hotel & Residences"," Business Bay","Premium"
"518",145000,"Apartment","3 ",2837,"The Imperial Residence"," Jumeirah Village Triangle","Premium"
"519",90000,"Apartment","3 ",1442,NA,"The Gardens","Premium"
"520",34000,"Apartment","1 ",788,"Red Residency"," Dubai Sports City","Premium"
"521",50000,"Apartment","1 ",1340," Foxhill"," Motor City","Premium"
"522",90000,"Apartment","1 ",650," Silverene"," Dubai Marina","Premium"
"523",80000,"Apartment","1 ",1316," Murjan"," Jumeirah Beach Residence","Premium"
"524",60000,"Apartment","1 ",846,"Oia Residence"," Motor City","Premium"
"525",63000,"Apartment","2 ",1363," Canal Residence"," Dubai Sports City","Premium"
"526",36000,"Apartment","1 ",744," Canal Residence"," Dubai Sports City","Premium"
"527",260000,"Apartment","2 ",1716," Burj Khalifa Area"," Downtown Dubai","Premium"
"528",75600,"Apartment","2 ",645,"SOL Golf Views"," Dubai Production City (IMPZ)","Premium"
"529",28000,"Apartment","studio ",456," Al Barsha South"," Al Barsha","Premium"
"530",80000,"Apartment","2 ",731,"Collective"," Dubai Hills Estate","Premium"
"531",75000,"Apartment","1 ",968," Belgravia"," Jumeirah Village Circle","Premium"
"532",47000,"Apartment","1 ",720," Al Barsha South"," Al Barsha","Premium"
"533",178000,"Apartment","1 ",1173," Burj Khalifa Area"," Downtown Dubai","Premium"
"534",70000,"Apartment","1 ",1154,"The Residences at Business Central"," Business Bay","Premium"
"535",36000,"Apartment","1 ",749,"National Bonds Oasis"," Dubai Silicon Oasis","Premium"
"536",110000,"Apartment","1 ",840," Silverene"," Dubai Marina","Premium"
"537",230000,"Apartment","3 ",1787," Silverene"," Dubai Marina","Premium"
"538",43000,"Apartment","1 ",627,"Hera Tower"," Dubai Sports City","Premium"
"539",60000,"Apartment","2 ",965,"Binghatti Mirage"," Jumeirah Village Circle","Premium"
"540",32000,"Apartment","studio ",401,"Hera Tower"," Dubai Sports City","Premium"
"541",138000,"Apartment","2 ",1066," Silverene"," Dubai Marina","Premium"
"542",46000,"Apartment","1 ",613,"Binghatti Mirage"," Jumeirah Village Circle","Premium"
